State,date,indicator,deaths,State Name
ND,Jul-2015,Number of Deaths,7028,North Dakota
ND,Sep-2015,Number of Deaths,7028,North Dakota
ND,Apr-2019,Number of Deaths,7028,North Dakota
ND,Mar-2018,Number of Deaths,7025,North Dakota
ND,Aug-2015,Number of Deaths,7020,North Dakota
ND,Jun-2015,Number of Deaths,6988,North Dakota
ND,Nov-2015,Number of Deaths,6985,North Dakota
ND,Apr-2018,Number of Deaths,6984,North Dakota
ND,Feb-2019,Number of Deaths,6984,North Dakota
ND,Jan-2019,Number of Deaths,6980,North Dakota
ND,Jul-2017,Number of Deaths,6979,North Dakota
ND,Oct-2015,Number of Deaths,6977,North Dakota
ND,Jul-2018,Number of Deaths,6972,North Dakota
ND,May-2018,Number of Deaths,6972,North Dakota
ND,Jun-2017,Number of Deaths,6971,North Dakota
ND,May-2017,Number of Deaths,6971,North Dakota
ND,Apr-2017,Number of Deaths,6970,North Dakota
ND,Mar-2019,Number of Deaths,6970,North Dakota
ND,Apr-2015,Number of Deaths,6955,North Dakota
ND,Jun-2018,Number of Deaths,6946,North Dakota
ND,May-2015,Number of Deaths,6945,North Dakota
ND,Oct-2018,Number of Deaths,6945,North Dakota
ND,Nov-2018,Number of Deaths,6938,North Dakota
ND,Dec-2018,Number of Deaths,6936,North Dakota
ND,Aug-2018,Number of Deaths,6931,North Dakota
ND,Mar-2015,Number of Deaths,6919,North Dakota
ND,Sep-2018,Number of Deaths,6915,North Dakota
ND,Feb-2015,Number of Deaths,6914,North Dakota
ND,Mar-2017,Number of Deaths,6902,North Dakota
ND,Jan-2015,Number of Deaths,6887,North Dakota
ND,Feb-2017,Number of Deaths,6886,North Dakota
ND,Dec-2015,Number of Deaths,6876,North Dakota
ND,Jan-2017,Number of Deaths,6844,North Dakota
ND,Dec-2016,Number of Deaths,6806,North Dakota
ND,Jan-2016,Number of Deaths,6754,North Dakota
ND,Nov-2016,Number of Deaths,6741,North Dakota
ND,Feb-2016,Number of Deaths,6730,North Dakota
ND,Mar-2016,Number of Deaths,6724,North Dakota
ND,Jun-2016,Number of Deaths,6714,North Dakota
ND,Oct-2016,Number of Deaths,6706,North Dakota
ND,May-2016,Number of Deaths,6700,North Dakota
ND,Apr-2016,Number of Deaths,6679,North Dakota
ND,Jul-2016,Number of Deaths,6674,North Dakota
ND,Aug-2016,Number of Deaths,6642,North Dakota
ND,Sep-2016,Number of Deaths,6617,North Dakota
DC,Jun-2017,Number of Deaths,6328,District of Columbia
DC,Jul-2017,Number of Deaths,6314,District of Columbia
DC,Sep-2017,Number of Deaths,6302,District of Columbia
DC,Oct-2017,Number of Deaths,6301,District of Columbia
DC,Aug-2017,Number of Deaths,6296,District of Columbia
DC,May-2017,Number of Deaths,6287,District of Columbia
DC,Nov-2017,Number of Deaths,6257,District of Columbia
DC,Apr-2017,Number of Deaths,6241,District of Columbia
DC,Dec-2017,Number of Deaths,6238,District of Columbia
DC,Mar-2017,Number of Deaths,6227,District of Columbia
DC,Jan-2018,Number of Deaths,6210,District of Columbia
DC,Feb-2018,Number of Deaths,6192,District of Columbia
DC,Feb-2017,Number of Deaths,6177,District of Columbia
DC,Nov-2018,Number of Deaths,6154,District of Columbia
DC,Mar-2018,Number of Deaths,6152,District of Columbia
DC,Oct-2018,Number of Deaths,6136,District of Columbia
DC,Jan-2017,Number of Deaths,6128,District of Columbia
DC,Aug-2018,Number of Deaths,6126,District of Columbia
DC,Apr-2018,Number of Deaths,6118,District of Columbia
DC,Sep-2018,Number of Deaths,6107,District of Columbia
DC,Jul-2018,Number of Deaths,6103,District of Columbia
DC,May-2018,Number of Deaths,6097,District of Columbia
DC,Dec-2018,Number of Deaths,6093,District of Columbia
DC,Jun-2018,Number of Deaths,6089,District of Columbia
DC,Jan-2019,Number of Deaths,6079,District of Columbia
DC,Dec-2016,Number of Deaths,6055,District of Columbia
DC,Feb-2019,Number of Deaths,6048,District of Columbia
DC,Mar-2019,Number of Deaths,5995,District of Columbia
DC,Apr-2019,Number of Deaths,5985,District of Columbia
DC,May-2019,Number of Deaths,5950,District of Columbia
DC,Nov-2016,Number of Deaths,5933,District of Columbia
DC,Jun-2019,Number of Deaths,5903,District of Columbia
DC,Oct-2016,Number of Deaths,5876,District of Columbia
DC,Sep-2016,Number of Deaths,5869,District of Columbia
VT,Apr-2017,Number of Deaths,5838,Vermont
VT,Jan-2017,Number of Deaths,5821,Vermont
VT,Jun-2015,Number of Deaths,5819,Vermont
VT,Jul-2015,Number of Deaths,5816,Vermont
VT,May-2017,Number of Deaths,5815,Vermont
VT,Jun-2017,Number of Deaths,5811,Vermont
VT,Oct-2018,Number of Deaths,5801,Vermont
VT,May-2015,Number of Deaths,5799,Vermont
VT,Feb-2017,Number of Deaths,5799,Vermont
VT,Aug-2015,Number of Deaths,5793,Vermont
VT,Mar-2017,Number of Deaths,5792,Vermont
VT,Nov-2018,Number of Deaths,5791,Vermont
DC,Aug-2016,Number of Deaths,5789,District of Columbia
VT,Dec-2016,Number of Deaths,5787,Vermont
VT,Jul-2017,Number of Deaths,5781,Vermont
VT,Feb-2018,Number of Deaths,5781,Vermont
VT,Aug-2017,Number of Deaths,5780,Vermont
VT,Nov-2017,Number of Deaths,5779,Vermont
VT,Apr-2015,Number of Deaths,5776,Vermont
VT,Oct-2016,Number of Deaths,5775,Vermont
VT,Dec-2017,Number of Deaths,5775,Vermont
VT,Sep-2017,Number of Deaths,5774,Vermont
DC,Jul-2016,Number of Deaths,5770,District of Columbia
VT,Dec-2015,Number of Deaths,5770,Vermont
VT,Oct-2017,Number of Deaths,5763,Vermont
DC,Nov-2015,Number of Deaths,5754,District of Columbia
VT,Sep-2016,Number of Deaths,5754,Vermont
VT,Jan-2018,Number of Deaths,5752,Vermont
VT,Sep-2018,Number of Deaths,5751,Vermont
VT,Mar-2018,Number of Deaths,5750,Vermont
VT,Nov-2016,Number of Deaths,5749,Vermont
VT,Sep-2015,Number of Deaths,5748,Vermont
DC,Apr-2015,Number of Deaths,5740,District of Columbia
VT,Nov-2015,Number of Deaths,5737,Vermont
VT,Jan-2016,Number of Deaths,5734,Vermont
VT,Jun-2019,Number of Deaths,5733,Vermont
DC,Jun-2016,Number of Deaths,5731,District of Columbia
VT,May-2019,Number of Deaths,5730,Vermont
VT,Mar-2016,Number of Deaths,5729,Vermont
VT,Aug-2016,Number of Deaths,5728,Vermont
VT,Apr-2018,Number of Deaths,5727,Vermont
VT,Apr-2019,Number of Deaths,5727,Vermont
VT,Jun-2018,Number of Deaths,5722,Vermont
VT,Aug-2018,Number of Deaths,5721,Vermont
VT,Dec-2018,Number of Deaths,5720,Vermont
DC,Oct-2015,Number of Deaths,5719,District of Columbia
DC,May-2016,Number of Deaths,5719,District of Columbia
VT,Jul-2018,Number of Deaths,5718,Vermont
VT,Jul-2016,Number of Deaths,5715,Vermont
VT,Oct-2015,Number of Deaths,5711,Vermont
VT,Feb-2016,Number of Deaths,5710,Vermont
VT,Jan-2019,Number of Deaths,5710,Vermont
DC,Dec-2015,Number of Deaths,5706,District of Columbia
DC,May-2015,Number of Deaths,5706,District of Columbia
DC,Mar-2015,Number of Deaths,5704,District of Columbia
DC,Aug-2015,Number of Deaths,5703,District of Columbia
VT,May-2018,Number of Deaths,5703,Vermont
VT,Mar-2019,Number of Deaths,5684,Vermont
DC,Sep-2015,Number of Deaths,5683,District of Columbia
VT,Mar-2015,Number of Deaths,5683,Vermont
VT,Feb-2019,Number of Deaths,5679,Vermont
DC,Jun-2015,Number of Deaths,5678,District of Columbia
VT,May-2016,Number of Deaths,5671,Vermont
VT,Jun-2016,Number of Deaths,5670,Vermont
DC,Jul-2015,Number of Deaths,5668,District of Columbia
VT,Apr-2016,Number of Deaths,5666,Vermont
DC,Apr-2016,Number of Deaths,5662,District of Columbia
VT,Feb-2015,Number of Deaths,5639,Vermont
DC,Feb-2015,Number of Deaths,5632,District of Columbia
DC,Mar-2016,Number of Deaths,5620,District of Columbia
DC,Jan-2016,Number of Deaths,5616,District of Columbia
DC,Feb-2016,Number of Deaths,5610,District of Columbia
DC,Jan-2015,Number of Deaths,5589,District of Columbia
VT,Jan-2015,Number of Deaths,5573,Vermont
WY,Jun-2019,Number of Deaths,4706,Wyoming
WY,May-2019,Number of Deaths,4687,Wyoming
WY,Mar-2019,Number of Deaths,4658,Wyoming
WY,Jan-2019,Number of Deaths,4646,Wyoming
WY,Apr-2019,Number of Deaths,4641,Wyoming
WY,Feb-2019,Number of Deaths,4628,Wyoming
WY,Dec-2018,Number of Deaths,4614,Wyoming
WY,Nov-2018,Number of Deaths,4557,Wyoming
WY,Aug-2015,Number of Deaths,4541,Wyoming
WY,Apr-2015,Number of Deaths,4526,Wyoming
AK,Jun-2019,Number of Deaths,4523,Alaska
WY,Jul-2015,Number of Deaths,4521,Wyoming
WY,Oct-2018,Number of Deaths,4519,Wyoming
WY,Sep-2018,Number of Deaths,4511,Wyoming
WY,Sep-2015,Number of Deaths,4508,Wyoming
WY,Dec-2015,Number of Deaths,4507,Wyoming
WY,May-2015,Number of Deaths,4507,Wyoming
WY,Nov-2015,Number of Deaths,4500,Wyoming
WY,Oct-2015,Number of Deaths,4499,Wyoming
WY,Jun-2015,Number of Deaths,4487,Wyoming
AK,May-2019,Number of Deaths,4466,Alaska
WY,Aug-2018,Number of Deaths,4461,Wyoming
WY,Mar-2015,Number of Deaths,4456,Wyoming
WY,Feb-2016,Number of Deaths,4454,Wyoming
WY,Jul-2018,Number of Deaths,4454,Wyoming
AK,Mar-2019,Number of Deaths,4447,Alaska
WY,Jan-2016,Number of Deaths,4445,Wyoming
WY,Jun-2016,Number of Deaths,4430,Wyoming
WY,Mar-2016,Number of Deaths,4422,Wyoming
AK,Apr-2019,Number of Deaths,4411,Alaska
WY,Mar-2018,Number of Deaths,4405,Wyoming
WY,May-2016,Number of Deaths,4404,Wyoming
WY,Jun-2018,Number of Deaths,4399,Wyoming
WY,Apr-2018,Number of Deaths,4396,Wyoming
WY,May-2018,Number of Deaths,4396,Wyoming
WY,Feb-2015,Number of Deaths,4395,Wyoming
WY,Aug-2016,Number of Deaths,4395,Wyoming
AK,Feb-2019,Number of Deaths,4392,Alaska
WY,Jul-2016,Number of Deaths,4387,Wyoming
WY,May-2017,Number of Deaths,4383,Wyoming
WY,Apr-2017,Number of Deaths,4380,Wyoming
WY,Nov-2017,Number of Deaths,4380,Wyoming
WY,Feb-2018,Number of Deaths,4380,Wyoming
WY,Apr-2016,Number of Deaths,4379,Wyoming
AK,Jan-2017,Number of Deaths,4374,Alaska
WY,Dec-2017,Number of Deaths,4374,Wyoming
WY,Jan-2018,Number of Deaths,4374,Wyoming
WY,Jan-2015,Number of Deaths,4365,Wyoming
WY,Oct-2016,Number of Deaths,4365,Wyoming
AK,Jan-2019,Number of Deaths,4363,Alaska
AK,Mar-2017,Number of Deaths,4359,Alaska
WY,Sep-2016,Number of Deaths,4358,Wyoming
AK,Dec-2016,Number of Deaths,4355,Alaska
WY,Oct-2017,Number of Deaths,4354,Wyoming
WY,Jan-2017,Number of Deaths,4352,Wyoming
AK,Feb-2017,Number of Deaths,4347,Alaska
WY,Dec-2016,Number of Deaths,4347,Wyoming
WY,Mar-2017,Number of Deaths,4346,Wyoming
AK,Aug-2018,Number of Deaths,4339,Alaska
WY,Feb-2017,Number of Deaths,4339,Wyoming
WY,Nov-2016,Number of Deaths,4337,Wyoming
WY,Sep-2017,Number of Deaths,4332,Wyoming
AK,Apr-2017,Number of Deaths,4325,Alaska
WY,Jun-2017,Number of Deaths,4323,Wyoming
WY,Jul-2017,Number of Deaths,4321,Wyoming
AK,Nov-2017,Number of Deaths,4308,Alaska
AK,May-2018,Number of Deaths,4306,Alaska
AK,Sep-2017,Number of Deaths,4299,Alaska
WY,Aug-2017,Number of Deaths,4297,Wyoming
AK,Apr-2018,Number of Deaths,4295,Alaska
AK,Dec-2018,Number of Deaths,4294,Alaska
AK,Jul-2018,Number of Deaths,4292,Alaska
AK,Oct-2016,Number of Deaths,4291,Alaska
AK,Nov-2018,Number of Deaths,4291,Alaska
AK,Nov-2016,Number of Deaths,4289,Alaska
AK,Oct-2017,Number of Deaths,4283,Alaska
AK,Sep-2018,Number of Deaths,4281,Alaska
AK,Dec-2017,Number of Deaths,4279,Alaska
AK,May-2017,Number of Deaths,4277,Alaska
AK,Aug-2016,Number of Deaths,4276,Alaska
AK,Jun-2017,Number of Deaths,4276,Alaska
AK,Jul-2016,Number of Deaths,4269,Alaska
AK,Oct-2018,Number of Deaths,4267,Alaska
AK,Jun-2018,Number of Deaths,4263,Alaska
AK,Apr-2016,Number of Deaths,4262,Alaska
AK,Jun-2016,Number of Deaths,4261,Alaska
AK,Feb-2018,Number of Deaths,4258,Alaska
AK,Sep-2016,Number of Deaths,4256,Alaska
AK,Sep-2015,Number of Deaths,4242,Alaska
AK,Oct-2015,Number of Deaths,4241,Alaska
AK,May-2016,Number of Deaths,4241,Alaska
AK,Mar-2018,Number of Deaths,4240,Alaska
AK,Jul-2017,Number of Deaths,4236,Alaska
AK,Aug-2017,Number of Deaths,4234,Alaska
AK,Mar-2016,Number of Deaths,4230,Alaska
AK,Aug-2015,Number of Deaths,4222,Alaska
AK,Jul-2015,Number of Deaths,4220,Alaska
AK,Nov-2015,Number of Deaths,4219,Alaska
AK,Jan-2018,Number of Deaths,4214,Alaska
AK,Jan-2016,Number of Deaths,4213,Alaska
AK,Jun-2015,Number of Deaths,4201,Alaska
AK,Feb-2016,Number of Deaths,4198,Alaska
AK,May-2015,Number of Deaths,4196,Alaska
AK,Dec-2015,Number of Deaths,4193,Alaska
AK,Apr-2015,Number of Deaths,4133,Alaska
AK,Mar-2015,Number of Deaths,4101,Alaska
AK,Feb-2015,Number of Deaths,4084,Alaska
AK,Jan-2015,Number of Deaths,4034,Alaska
